Label,Precision,Recall,F1
None,0.4857142857142857,0.9272727272727272,0.6375
strategy,0.5,0.4772727272727273,0.48837209302325585
singleton,0.8846153846153846,0.8518518518518519,0.8679245283018868
adapter,0.3684210526315789,0.21875,0.2745098039215686
observer,0.7142857142857143,0.5128205128205128,0.5970149253731343
factory,0.8,0.46153846153846156,0.5853658536585367
decorator,1.0,0.6363636363636364,0.7777777777777778
