Label,Precision,Recall,F1
None,0.6164383561643836,0.8333333333333334,0.7086614173228347
strategy,0.7142857142857143,0.375,0.4918032786885245
singleton,0.9523809523809523,0.9302325581395349,0.9411764705882352
adapter,0.17647058823529413,0.42857142857142855,0.25
observer,0.7058823529411765,0.6,0.6486486486486486
factory,1.0,0.1724137931034483,0.29411764705882354
decorator,0.7333333333333333,0.7586206896551724,0.7457627118644068
