Label,Precision,Recall,F1
None,0.5342465753424658,0.9285714285714286,0.6782608695652174
strategy,0.8181818181818182,0.19148936170212766,0.31034482758620685
singleton,0.8837209302325582,0.9047619047619048,0.8941176470588236
adapter,0.09259259259259259,0.29411764705882354,0.1408450704225352
observer,0.8205128205128205,0.6956521739130435,0.7529411764705882
factory,0.0,0.0,0.0
decorator,0.9117647058823529,0.7948717948717948,0.8493150684931507
