Label,Precision,Recall,F1
None,0.5833333333333334,0.9210526315789473,0.7142857142857143
strategy,0.8461538461538461,0.3492063492063492,0.49438202247191015
singleton,0.8888888888888888,0.8571428571428571,0.8727272727272727
adapter,0.2727272727272727,0.782608695652174,0.40449438202247184
observer,0.7567567567567568,0.6666666666666666,0.7088607594936708
factory,0.5833333333333334,0.25,0.35000000000000003
decorator,0.8571428571428571,0.7058823529411765,0.7741935483870968
