Label,Precision,Recall,F1
None,0.6545454545454545,0.9473684210526315,0.7741935483870966
strategy,0.8363636363636363,0.7301587301587301,0.7796610169491525
singleton,0.8888888888888888,0.8571428571428571,0.8727272727272727
adapter,0.5652173913043478,0.5652173913043478,0.5652173913043478
observer,0.8666666666666667,0.6190476190476191,0.7222222222222222
factory,0.7931034482758621,0.8214285714285714,0.8070175438596492
decorator,0.918918918918919,1.0,0.9577464788732395
