Label,Precision,Recall,F1
None,0.8103448275862069,0.8545454545454545,0.831858407079646
strategy,0.717391304347826,0.75,0.7333333333333332
singleton,0.9259259259259259,0.9259259259259259,0.9259259259259259
adapter,0.6666666666666666,0.4375,0.5283018867924528
observer,0.6818181818181818,0.7692307692307693,0.7228915662650602
factory,0.6071428571428571,0.6538461538461539,0.6296296296296297
decorator,0.9375,0.9090909090909091,0.923076923076923
