Label,Precision,Recall,F1
None,0.9230769230769231,0.8888888888888888,0.9056603773584906
strategy,0.6486486486486487,0.6,0.6233766233766234
singleton,1.0,0.9534883720930233,0.9761904761904763
adapter,0.5833333333333334,0.6666666666666666,0.6222222222222222
observer,0.717948717948718,0.7,0.708860759493671
factory,0.7878787878787878,0.896551724137931,0.8387096774193549
decorator,0.8666666666666667,0.896551724137931,0.8813559322033899
