Label,Precision,Recall,F1
None,0.8333333333333334,0.8333333333333334,0.8333333333333334
strategy,0.926829268292683,0.8085106382978723,0.8636363636363636
singleton,0.9069767441860465,0.9285714285714286,0.9176470588235294
adapter,0.5,0.5294117647058824,0.5142857142857143
observer,0.75,0.782608695652174,0.7659574468085107
factory,0.7391304347826086,0.7391304347826086,0.7391304347826085
decorator,0.9024390243902439,0.9487179487179487,0.9249999999999999
