Label,Precision,Recall,F1
None,0.6949152542372882,0.7592592592592593,0.7256637168141593
strategy,0.6842105263157895,0.65,0.6666666666666667
singleton,1.0,0.8837209302325582,0.9382716049382717
adapter,0.28,0.3333333333333333,0.30434782608695654
observer,0.5111111111111111,0.575,0.5411764705882353
factory,0.9090909090909091,0.6896551724137931,0.7843137254901961
decorator,0.896551724137931,0.896551724137931,0.896551724137931
