Label,Precision,Recall,F1
None,0.6140350877192983,0.8333333333333334,0.7070707070707071
strategy,0.6458333333333334,0.6595744680851063,0.6526315789473683
singleton,0.972972972972973,0.8571428571428571,0.9113924050632912
adapter,0.23076923076923078,0.17647058823529413,0.20000000000000004
observer,0.6666666666666666,0.6521739130434783,0.6593406593406593
factory,0.6470588235294118,0.4782608695652174,0.55
decorator,0.8717948717948718,0.8717948717948718,0.8717948717948718
