Label,Precision,Recall,F1
None,0.5230769230769231,0.8947368421052632,0.6601941747572816
strategy,0.6285714285714286,0.6984126984126984,0.6616541353383458
singleton,0.9259259259259259,0.8928571428571429,0.9090909090909091
adapter,0.9230769230769231,0.5217391304347826,0.6666666666666667
observer,0.7619047619047619,0.38095238095238093,0.5079365079365079
factory,0.6666666666666666,0.5,0.5714285714285715
decorator,0.7948717948717948,0.9117647058823529,0.8493150684931507
