Label,Precision,Recall,F1
None,0.5970149253731343,0.7272727272727273,0.6557377049180327
strategy,0.4666666666666667,0.6363636363636364,0.5384615384615385
singleton,0.92,0.8518518518518519,0.8846153846153846
adapter,0.5384615384615384,0.21875,0.3111111111111111
observer,0.4,0.46153846153846156,0.42857142857142855
factory,0.8,0.46153846153846156,0.5853658536585367
decorator,0.7419354838709677,0.696969696969697,0.71875
