Label,Precision,Recall,F1
None,0.7090909090909091,0.7222222222222222,0.7155963302752293
strategy,0.6521739130434783,0.75,0.6976744186046512
singleton,0.9736842105263158,0.8604651162790697,0.9135802469135803
adapter,0.6666666666666666,0.2857142857142857,0.4
observer,0.47761194029850745,0.8,0.5981308411214953
factory,0.9333333333333333,0.4827586206896552,0.6363636363636364
decorator,0.9230769230769231,0.8275862068965517,0.8727272727272727
