Label,Precision,Recall,F1
None,0.5573770491803278,0.8947368421052632,0.686868686868687
strategy,0.6176470588235294,0.6666666666666666,0.6412213740458016
singleton,0.8846153846153846,0.8214285714285714,0.8518518518518519
adapter,0.8181818181818182,0.391304347826087,0.5294117647058824
observer,0.5277777777777778,0.4523809523809524,0.4871794871794871
factory,0.65,0.4642857142857143,0.5416666666666667
decorator,0.8235294117647058,0.8235294117647058,0.8235294117647058
